"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.730712890625","86.5207977294922","99.0403823852539","93.8797378540039","92.8469696044922","97.5237274169922","98.5157318115234","","91.8632583618164","93.5342178344727","93.8078994750977","","93.342041015625","94.1152420043945","104.379989624023","101.938011169434","98.5882186889648","95.9885711669922","101.778373718262","100.186752319336","91.0718765258789","",
"American Samoa","ASM","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","74.183349609375","73.3689804077148","","","","","","","","","","","","","","","","84.2880477905273","","","","","","","","","","","","","","","","109.127517700195","104.264099121094","118.195266723633","113.567070007324","","114.940826416016","109.355827331543","99.0551223754883","99.1987152099609","106.462043762207","107.729469299316","107.728706359863","","","","",
"Australia","AUS","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","95.0436401367188","97.1481475830078","96.5069198608398","","","","","","","","","","","","","","","","","","","","","","","","","99.8747406005859","98.9233322143555","","","99.5028762817383","","100.30689239502","","","","","","","100.442520141602","96.7753067016602","98.5312423706055","98.0967864990234","98.6279830932617","96.5676727294922","98.8874206542969","98.2095718383789","98.9782028198242","97.4406890869141","100.079627990723","","",
"Azerbaijan","AZE","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.497428894043","93.9814987182617","100.991226196289","90.2480926513672","94.8574981689453","89.6128005981445","90.9314270019531","98.4918518066406","89.7155990600586","91.4284362792969","88.9788513183594","92.1835632324219","91.5945892333984","86.5466766357422","97.6105194091797","101.61833190918","109.720207214355","107.618377685547","100.641212463379","100.373161315918","99.1685180664062","96.5256805419922","99.0121307373047","",
"Burundi","BDI","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","3.00973010063171","","6.77049016952515","7.50972986221313","8.05473041534424","7.86263990402222","7.79126977920532","7.77583980560303","8.01288986206055","8.05383014678955","8.02793025970459","9.53818988800049","12.867130279541","17.3487396240234","17.5602397918701","19.6055202484131","19.0934200286865","27.2154102325439","24.908239364624","31.703540802002","39.7745590209961","39.4535293579102","42.9379386901855","","","","","","","22.9664001464844","23.2510890960693","23.4105892181396","26.4568996429443","27.1102409362793","31.3628101348877","","45.2214088439941","39.930290222168","47.9386405944824","53.5865783691406","59.7081413269043","66.2401123046875","74.8393630981445","73.8823471069336","66.9074096679688","69.1788177490234","68.0269927978516","61.619930267334","57.89453125","53.001838684082","53.3865509033203","51.6986999511719","",
"Belgium","BEL","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","70.6183090209961","70.5095291137695","70.1704711914062","74.0471725463867","75.3525314331055","70.9853134155273","71.9887313842773","76.7710876464844","79.493049621582","72.6877593994141","77.3041763305664","77.4308395385742","77.6998672485352","77.9318923950195","77.5939178466797","","","80.0240020751953","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","9.54251003265381","11.2945604324341","11.4740495681763","10.6499395370483","12.2997798919678","13.4358997344971","12.7483196258545","14.6704196929932","16.1847801208496","18.6644306182861","17.3665504455566","20.2925796508789","19.1494293212891","17.3177299499512","19.2813091278076","17.6655502319336","17.037410736084","16.1382503509521","16.1348400115967","11.1503601074219","13.2077798843384","12.968409538269","14.138500213623","15.4769296646118","18.6699905395508","19.4752807617188","21.1817092895508","23.0585803985596","","25.083309173584","28.2178993225098","29.7774906158447","34.1879615783691","39.5081596374512","","","","52.2048416137695","","57.2166290283203","62.9200210571289","64.4668502807617","70.1695404052734","71.6975402832031","73.3267593383789","73.0627365112305","","","58.6740684509277","57.393440246582","67.2795181274414","61.853141784668","",
"Burkina Faso","BFA","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","4.85966014862061","4.65502977371216","4.93515014648438","5.0097599029541","5.54220008850098","5.44318008422852","6.29542016983032","6.27555990219116","6.79440021514893","6.70584011077881","7.30118989944458","7.50198984146118","8.14575958251953","9.41123962402344","10.0306396484375","","11.3882102966309","12.1655302047729","11.9192600250244","13.8866500854492","14.6603002548218","20.8429794311523","18.6260108947754","19.6202697753906","14.7155799865723","17.3873805999756","","","17.9364891052246","19.560359954834","20.4312191009521","21.6695804595947","23.5939292907715","24.9944591522217","26.4574699401855","28.0285491943359","29.778169631958","33.2407112121582","39.1826095581055","43.1958999633789","49.9376678466797","54.7807312011719","61.2615394592285","61.5311317443848","61.8921318054199","62.2848510742188","64.1177062988281","65.4495468139648","65.1451110839844","66.192253112793","68.6767807006836","63.7592086791992","",
"Bangladesh","BGD","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","28.2731399536133","","","","","20.8892593383789","","","","","","","","","","","","","","","","","","","","","","","","68.1407012939453","","","59.9092597961426","65.9158630371094","68.5115203857422","","","","","","","","","","","122.023803710938","114.66185760498","",
"Bulgaria","BGR","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","98.3893280029297","100.760246276855","103.847747802734","105.421051025391","101.674697875977","95.0087203979492","90.7816619873047","86.9013290405273","87.1415481567383","85.6811828613281","89.4873428344727","91.5762023925781","92.9882888793945","93.8439025878906","95.5269927978516","100.304046630859","101.527702331543","101.943962097168","102.79443359375","104.744163513184","107.543296813965","103.991546630859","103.244132995605","100.916191101074","99.534797668457","99.2872924804688","99.0352325439453","98.4682922363281","98.4712524414062","96.4552688598633","95.9015426635742","94.9777908325195","94.2131881713867","91.4731903076172","90.9309692382812","88.5403366088867","","",
"Bahrain","BHR","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","79.9831619262695","77.2501983642578","78.8725509643555","79.347053527832","80.2105331420898","84.5600204467773","90.7056427001953","98.4997787475586","","100.08757019043","93.4484176635742","86.9201507568359","80.4548568725586","81.8630676269531","81.1667175292969","","83.9710998535156","87.2688598632812","87.459602355957","88.7496032714844","92.4941711425781","92.5391311645508","97.327392578125","97.1565399169922","","","","","","94.4056930541992","98.2040786743164","103.3828125","103.69815826416","99.778923034668","101.282348632812","99.2511520385742","100.607452392578","99.507942199707","","","93.4154281616211","",
"Bahamas, The","BHS","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.5642700195312","","","","","","92.9274826049805","85.7822723388672","89.4035720825195","87.7093276977539","87.0581207275391","79.5086898803711","87.8679809570312","84.2370376586914","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.4389266967773","77.5280914306641","77.1656036376953","76.0282516479492","84.2961807250977","91.3972396850586","90.0918197631836","90.15966796875","87.6003036499023","91.4811782836914","89.3832168579102","89.2675933837891","86.5141220092773","",
"Belarus","BLR","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.1547698974609","91.5576629638672","90.1920623779297","86.7380294799805","90.2350234985352","","96.5962295532227","101.870559692383","106.227569580078","128.950897216797","102.711761474609","101.271202087402","99.7501907348633","98.7065505981445","97.5204925537109","93.1044921875","","","97.5074310302734","96.3839111328125","93.7441787719727","93.2107772827148","92.9050521850586","94.2034072875977","94.4354629516602","96.189453125","97.9814834594727","94.544677734375","92.6838989257812","91.0230331420898","",
"Belize","BLZ","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.0415496826172","","","92.5994110107422","98.5358734130859","","","96.1891784667969","96.491813659668","103.410949707031","","101.39924621582","100.703147888184","102.170639038086","99.9123077392578","105.803321838379","98.3411712646484","102.434463500977","97.6375885009766","103.91349029541","109.451461791992","103.265090942383","102.833381652832","105.075477600098","105.980667114258","102.453826904297","104.173347473145","103.027030944824","105.125411987305","111.152313232422","103.984397888184","",
"Bermuda","BMU","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","86.0279388427734","","","","","","","","","","","","","","","","","","","","","","","","","","103.394256591797","108.60758972168","106.426742553711","","","","","","","","97.9350967407227","91.7647094726562","111.006286621094","","","","","","","","","","",
"Bolivia","BOL","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.3013076782227","94.5549774169922","95.9664306640625","93.8191375732422","89.9067993164062","86.9478302001953","87.6480102539062","88.29345703125","89.5033493041992","86.6587982177734","87.9169998168945","","","",
"Brazil","BRA","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","83.2478332519531","65.2397308349609","68.112907409668","70.5118103027344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.6963806152344","95.9540481567383","102.705307006836","101.018432617188","107.157157897949","99.5275573730469","99.7810592651367","97.4972229003906","97.0198669433594","97.982551574707","98.481559753418","97.3796768188477","97.1083068847656","","","","","","","88.6160736083984","84.5130386352539","97.3224716186523","101.801239013672","89.8101272583008","",
"Brunei Darussalam","BRN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","99.8907699584961","99.4192199707031","107.560852050781","90.815803527832","104.703483581543","102.193878173828","109.137062072754","103.396598815918","93.3068923950195","101.778663635254","85.2801513671875","94.3681335449219","60.9090881347656","","144.863464355469","","","","","","","","","","","89.7891235351562","94.7599487304688","97.7049179077148","98.2191772460938","102.403312683105","103.002243041992","107.609306335449","105.031448364258","105.877288818359","105.018753051758","105.035972595215","104.533569335938","104.025039672852","107.170715332031","108.836395263672","103.684364318848","104.556213378906","97.616943359375","100.208709716797","103.957054138184","102.369819641113","102.77953338623","95.6383285522461","100.381317138672","","","",
"Bhutan","BTN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","4.51612997055054","5.12082004547119","","","","","","","","","","","","","","21.0289402008057","25.8302593231201","","","","44.7589111328125","50.1531715393066","51.5241317749023","51.0854797363281","","","","","72.1827774047852","","84.3834075927734","88.6407470703125","98.9466171264648","99.0509567260742","107.060539245605","102.049362182617","103.071617126465","100.412399291992","102.038230895996","99.6057968139648","89.4843292236328","82.0812683105469","89.9953231811523","97.0959014892578","87.0905609130859","",
"Botswana","BWA","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","44.679759979248","51.7211303710938","59.2985382080078","","","","","","","79.3000411987305","","92.7097015380859","95.9628067016602","87.1697769165039","87.461540222168","95.0770568847656","104.321899414062","105.014320373535","98.9442596435547","96.3667678833008","96.2213134765625","95.7071075439453","95.1899108886719","93.6102981567383","98.5294799804688","94.6861267089844","96.4582138061523","","93.6207733154297","90.9098968505859","90.1991424560547","93.4828186035156","94.5246505737305","95.1370468139648","95.1660766601562","95.5467376708984","97.5789031982422","92.8852691650391","95.3886489868164","97.6328887939453","","","98.4614715576172","97.1184005737305","","","","","","","","","","",
"Central African Republic","CAF","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","9.39964962005615","10.9999198913574","13.1253900527954","12.2912998199463","14.5449895858765","15.7627096176147","","16.6054992675781","","","16.4874706268311","16.4729900360107","14.7851495742798","","","27.7656307220459","20.955150604248","22.1163196563721","20.5320606231689","19.876350402832","20.1123104095459","15.5456600189209","","","","","","","","","","","","15.8681402206421","17.6154899597168","18.2165699005127","","23.4958992004395","25.988639831543","26.5254497528076","28.6760292053223","30.3383293151855","","","","29.8765296936035","40.0755996704102","","","","","","",
"Canada","CAN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.1507263183594","97.7160415649414","98.2839584350586","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.071418762207","94.8424987792969","92.9643173217773","92.8066329956055","93.5124893188477","93.6991577148438","92.5437698364258","94.4050827026367","95.6964492797852","96.081672668457","97.3386917114258","97.5193176269531","100.185508728027","99.775390625","98.9026031494141","98.8181915283203","98.7253036499023","98.8232421875","97.9621276855469","96.9298629760742","97.4073867797852","97.9898071289062","97.8565368652344","96.8332214355469","96.1305923461914","95.6455764770508","96.2551116943359","96.9070205688477","98.8884582519531","93.7630386352539","93.2857437133789","92.3093719482422","93.5648727416992","93.5050735473633","",
"Switzerland","CHE","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","51.3369483947754","59.2568817138672","57.4800300598145","57.0231399536133","54.4389190673828","54.2614097595215","54.6627998352051","53.5032615661621","52.7818183898926","52.5537300109863","51.9865798950195","51.8506317138672","52.1102714538574","51.8594207763672","53.1466217041016","54.4596481323242","57.8611793518066","60.5613594055176","","73.5175476074219","","","96.710090637207","98.770637512207","96.3894500732422","97.5895309448242","96.7873764038086","98.1534118652344","96.3820495605469","98.1537933349609","97.4160614013672","98.2243423461914","97.9227066040039","98.73095703125","97.7118301391602","97.7123184204102","94.7278289794922","97.3618392944336","97.5486068725586","95.2120819091797","97.267822265625","95.4034194946289","94.6508102416992","95.2465896606445","96.3942031860352","","",
"Channel Islands","CHI","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","80.5934906005859","88.6088790893555","93.1928634643555","94.9118118286133","93.1009674072266","92.9809417724609","94.3987426757812","90.9392013549805","","","","","","97.312141418457","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.1889495849609","97.5218200683594","96.6104583740234","98.1872329711914","97.6334915161133","97.8263931274414","97.52880859375","97.6894683837891","96.9540100097656","97.5408630371094","97.7230606079102","","",
"China","CHN","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.0827331542969","91.5138778686523","","","","","","","","","92.9709396362305","97.0764007568359","105.72486114502","106.323928833008","105.377182006836","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","20.857479095459","21.3230094909668","","27.6802406311035","30.2758903503418","32.1987991333008","34.1618690490723","37.6399002075195","42.3061790466309","","41.8274993896484","40.7498397827148","36.8137397766113","35.7885284423828","36.5464286804199","34.0583686828613","31.5786800384521","29.5753898620605","30.841869354248","29.0198402404785","30.4232807159424","31.7311992645264","31.1339797973633","32.7385406494141","31.5510406494141","34.0277900695801","","33.3517189025879","37.4980316162109","","","","","32.5994987487793","35.8385810852051","","37.3548583984375","","46.7068214416504","45.870849609375","46.2720108032227","47.547290802002","53.0774688720703","56.6850814819336","61.946720123291","65.8000793457031","70.6708908081055","73.6503372192383","72.1432189941406","68.1644821166992","",
"Cameroon","CMR","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","37.8593902587891","37.890308380127","39.9423789978027","41.7119102478027","43.091739654541","52.678150177002","44.9695587158203","44.5242614746094","45.0079917907715","44.5195083618164","45.1769790649414","47.0906715393066","48.788761138916","49.363899230957","51.1068801879883","49.8616485595703","","54.516429901123","51.1294288635254","","","","","","","","44.6377487182617","46.6730003356934","","","52.4137191772461","53.627799987793","","47.0485000610352","49.4822998046875","64.8987426757812","64.7765579223633","66.5326995849609","65.2488021850586","69.4360809326172","","68.9205474853516","70.2440490722656","69.1732330322266","64.4313278198242","60.9040107727051","62.0059204101562","62.9655227661133","65.1495819091797","66.2083892822266","",
"Congo, Dem. Rep.","COD","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","21.3261699676514","23.246919631958","","","","34.2275009155273","37.4994888305664","40.797721862793","","42.0942916870117","45.0717887878418","46.5721893310547","49.8640289306641","53.6254386901855","","","","35.5129585266113","","","37.9360618591309","35.1645011901855","44.3549194335938","36.8052406311035","","","","","30.64674949646","","","32.3329582214355","","","","","39.9390983581543","44.6374816894531","47.9074096679688","51.7605514526367","52.032039642334","57.4362106323242","59.7097015380859","58.992115020752","67.4712524414062","","","","","74.7407531738281","79.1898193359375","","",
"Congo, Rep.","COG","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","45.2878913879395","53.6092300415039","43.653980255127","52.743709564209","56.5498390197754","58.7294311523438","60.1605110168457","66.5101928710938","68.5851211547852","69.3644638061523","69.9380569458008","68.4196014404297","70.6808090209961","70.8078765869141","72.2242431640625","72.9362564086914","72.8146820068359","67.1287689208984","59.4893493652344","51.3461685180664","63.4836807250977","63.228588104248","53.7522010803223","","47.791618347168","","","30.4950103759766","","53.7171897888184","55.8758583068848","51.7402114868164","73.240348815918","64.774543762207","69.6171569824219","69.7149429321289","65.3784408569336","64.537712097168","65.7303771972656","73.9123611450195","76.591178894043","","","74.3932876586914","","","66.0263519287109","","","","","",
"Colombia","COL","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","37.2495803833008","55.7984809875488","57.0988616943359","60.8438301086426","62.0699195861816","","","","","","","","76.6847763061523","79.7424163818359","79.8749084472656","75.3509368896484","73.9904479980469","78.3686904907227","77.6327590942383","76.8338775634766","88.9537963867188","79.0676498413086","90.9681930541992","88.7521896362305","87.1276397705078","90.9303131103516","91.7726135253906","","97.2524032592773","98.8659973144531","101.64225769043","","98.6187973022461","","105.75080871582","108.820167541504","114.702697753906","116.764259338379","116.283157348633","121.891090393066","121.28840637207","118.816680908203","113.07731628418","102.958961486816","102.17431640625","101.969100952148","102.69677734375","106.483459472656","105.190063476562","103.186859130859","99.61083984375","98.2741165161133","","",
"Comoros","COM","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","49.8679084777832","43.5766296386719","","","","","38.2915802001953","","","","","","","44.7578392028809","","","52.1356315612793","51.3272018432617","57.1338195800781","","","57.4160385131836","60.0589294433594","","","","","77.3655319213867","84.2092819213867","","","81.8561630249023","","","","","","",
"Cabo Verde","CPV","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","","","","","13.703989982605","15.4731502532959","","16.4207496643066","13.9925403594971","14.9919500350952","14.5052003860474","23.9115695953369","22.4345798492432","18.2546997070312","27.5727691650391","27.7141494750977","32.0237617492676","35.5812911987305","40.5526809692383","","50.8062782287598","","","","62.1299591064453","","","","96.9939575195312","","103.993690490723","98.4824523925781","99.2262802124023","101.05396270752","96.299186706543","84.2285537719727","95.4538421630859","90.4952087402344","98.505729675293","93.3517074584961","95.7150421142578","91.8226776123047","92.2021713256836","89.435173034668","91.6459121704102","95.6730804443359","89.8373184204102","84.8456268310547","84.1860504150391","92.4140472412109","","","","",
